,맛_음식,상품명
212,"예천주복 만월40, 350ml, 40% 맑은 핑크 빛의 아름다운 색을 가지고 있으며 복분자를 이용한 향은 더욱 향기롭다. 입 안에서 짧게 퍼지는 자극이 매우 흥미롭고 술을 마시고 난 후에 뜨거운 술의 느낌이 오래 남는다. 장어구이와 함께라면 몇 병이라도 함께 마실 수 있는 술이다.",예천주복 만월40
213,"순향주, 375ml, 15% 잘 익은 황금빛 논밭을 떠올리는 색. 진한 향은 아니지만, 잘 익은 사과 향이 살짝 느껴진다. 전체적인 맛은 천편일률적인 단맛보다는 곡물이 주는 그윽함과 샤프하게 떨어지는 깔끔함이 이 술의 장점이다. 단맛이 적어 식중주로 최고의 역할을 할 듯하며, 한정식 등을 즐기는 자리에 추천하고 싶다.",순향주
214,"애석, 500ml, 15% 석탄주가 단맛을 많이 자아내는데 반해 애석은 단맛이 많이 느껴지지 않고 산미 또한 적은 편이다. 감칠맛이 돋보이고 산뜻한 느낌을 준다. 석탄주 제법으로 빚은 술의 특징 그대로 맛을 배가 시키는 향이 뛰어나다. 맑고 은은한 단맛을 잘 살려주는 녹두전, 해물잡채 등과 어울린다.",애석
215,"진맥소주 22%, 375ml, 22% 증류주에서도 감칠맛이 날 수 있다는 것을 보여줄 수 있는 거의 유일한 술일듯하다. 증류한 술에 물을 희석하면 밍밍한 맛이 많이나게 되는데 이 술은 물과 증류원액의 밸런스가 잘 잡혀있다. 이것은 오랜 숙성이 되어야만 가능한 맛이다. 너무 차게 마시게 되면 진맥소주의 가장 큰 장점이라고 할 수 있는 감칠맛을 못 느낄 수 있으니 20도 정도에서 마시길 권장한다. 돼지고기 수육과 환상의 궁합이다.",진맥소주 22%
216,"도깨비술 9%, 750ml, 9% 부드러운 아이보리 컬러가 인상적인 막걸리다. 잘 익은 누룩향에 사과향, 배향이 뭉근히 올라온다. 첫 느낌은 단맛과 신맛이 좋은 조화를 이루고 있으며, 마무리는 미세한 새콤함으로 마무리된다.식중주 막걸리로 손색이 없으며, 좀 더 단맛을 즐기고 싶다면 1주일 정도 냉장고에서 숙성해서 즐기면 단맛이 적어지는 만큼 또 다른 맛을 만날 수 있다. 단양에서 만들어지는 만큼 마늘 정식 등과 즐기면 좋으며, 쏘가리 매운탕, 메기 매운탕 등의 민물고기 요리와 곤드레 밥 등의 나물 요리도 좋은 매칭을 보인다.",도깨비술 9%
217,"느낌 30, 360ml, 30% 안동소주 느낌은 전통 증류식소주에서 느낄 수 있는 불맛과 곡물의 향을 잘 살린 증류주다. 강하지는 않지만 옅은 단맛과 뒤에 올라오는 약간의 쓴맛이 매력적이다. 안동소주 느낌 30%도 아주 차게 마시기 보다는 실온에 두고 증류향을 느끼면서 마시길 바란다. 도수가 너무 높다고 느끼면 온더락으로 즐기는 것 또한 방법이다. 석쇠 불고기와 잘 어울린다.",느낌 30
218,"심플리 애플 350ml, 12% 맑고 투명한 옅은 노란빛을 띈다. 상큼한 사과의 향과 벌꿀의 달콤한 향을 맡은 후 한 모금 마시면, 달콤한 맛이 혀를 감싼다. 도수에 비해 목 넘김은 부드러운 편이다. 알코올 도수가 높지 않아 부담스럽지 않고, 편안하게 즐길 수 있는 술이다. 함께 먹기에 어울리는 음식으로는 광어회, 냉채족발, 참소라가 있다.",심플리 애플
219,"유기농 이도 750ml, 42% 쌀을 발효시켜 증류해 매우 깔끔하지만 알코올 향과 혀를 자극시키는 맛이 강하다. 이도 한잔에 시원한 복지리탕이 생각난다.",유기농 이도 42
220,"메로니아 750ml, 4% 메론향이 첨가되어 기타주류로 분류되어 있으며 과일맛 막걸리에 맞게 매우 달콤하고 산미가 적으며 탄산에 의한 청량미가 강하다. 마치 메론으로 만든 스파클링 와인을 마시는 듯하다. 식사를 다 한 후에 디저트 술로 좋다.",메로니아
221,"지장수 호박 생 막걸리 750ml , 6% 단맛과 신맛의 균형이 잘 잡혀져 있으며 바디감과 목넘김이 가볍다. 입 안을 감싸는 크림과 같은 부드러움이 있으면서 약한 텁텁함이 음식을 부른다. 메밀전과 어울린다.",지장수 호박 생 막걸
222,"맑은 문희주 750ml , 13% 담황색의 술 빛에 수정과 향이 난다. 밀가루에서 나온듯한 맑은 산미와 벌꿀의 단맛이 술을 묵직하게 만들어 입 안을 자극시킨다. 여운이 오래간다. 봄에 나는 나물 무침과 잘 어울린다.",맑은 문희주
223,"미르40 375ml, 40% 주원료인 쌀을 발효시켜 상압 방식으로 증류해 향이 강하지만 부드러운 목넘김을 갖고 있으며 깔끔한 흰살 생선 회와 잘 어울린다.",미르40
224,"부안 참뽕 와인, 750ml, 13% 흑진주색을 가지고 있으며 푹 익은 검은 과실에서 나는 향이 진하게 올라온다. 신선한 단맛이 깔끔하게 올라오고 그 뒤로 산미가 자리를 잡는다. 전체적으로 매우 부드럽고 감칠맛이 있다. 아주 약한 떫은맛과 알코올이 혀를 자극시키는 것이 좋다. 치즈류와 잘 어울린다.",부안 참뽕 와인
225,"천안 연미주, 360ml, 13% 연한 담황색을 가지고 있으며 산뜻하면서도 연한 곡물향과 인삼향이 올라온다. 신맛이 느껴지면서 바로 단맛이 입 안 전체에 자리를 잡아 맛의 균형이 잘 갖춰진 술이다. 목넘김은 매우 깔끔하고 마시고 난 후에 살짝 남아 있는 쓴맛이 좋다. 기름진 음식과 잘 어울린다.",천안 연미주
226,"그랑티그르 S1974, 750ml, 12% 색은 아름다운 붉은 진주와 같다. 병을 오픈하고 바로 마시는 것 보다는 미리 오픈해 놓고 시간이 좀 지난 후에 술을 시음하는 것이 더 좋은 풍미를 가져온다. 산미가 있는 포도맛이 잘 올라오고 오크통에 숙성시킨 훈연된 향이 매력적이다. 스테이크와 잘 어울린다.",그랑티그르 S1974
227,"감아락 25도, 500ml, 25% 맑고 투명하며 알코올향과 함께 농익은 과실향이 은은하게 올라온다. 입에 넣으면 아주 약한 단맛이 전체 술을 부드럽게 만들어주고 박하와 같이 시원한 맛이 혀에 자리를 잡아 술을 부드럽게 만들어 준다. 아주 편하게 즐길 수 있는 술이다. 견과류와 잘 어울린다.",감아락 25도
228,"컨츄리 캠벨 (스위트) 750ml , 12% 짙은 흑진주 빛에 잘 익은 베리향이 강하게 올라온다. 단맛이 강하고 산미가 적으며 입안에 미세하게 남는 쓴맛이 좋다. 양념갈비와 잘 어울린다.",컨츄리캠벨 (스위트)
229,"소백산 청 동동주 750ml , 10% 사과 등 산뜻한 과실향이 나며 박하, 민트 등의 향이 입 안 전체를 시원하게 만드는 것이 특징이다. 연한 단맛이 전체적인 술맛을 이끈다. 파스타와 어울린다.",소백산 청 동동주
230,"금산인삼주 수삼단본 720ml, 43% 기본적인 맛은 금삼인삼주 25%와 동일하나 43%짜리가 알코올 도수가 높아 입에 넣으면 알코올이 입술과 혀를 자극시키는 맛이 강한다. 23%짜리가 도수가 낮아 편하게 즐길 수 있는 술이라면 43%짜리는 도수가 높아 음식과 함께 반주 정도로 먹으면 좋을 만한 술이다. 오리 백숙과 잘 어울린다.",금산인삼주 수삼단본 720ml 43도
231,"고창선운산 복분자주 특1호, 1,800ml, 15% 붉은 흑진주처럼 술 빛이 매혹적이다. 아주 미세하게 쓴맛이 있지만 전체적으로 단맛이 중심을 잡고 있어 누구라도 편하게 마실 수 있다. 술을 입에 넣으면 매우 가볍고 목 넘김이 깔끔한 것이 특징이며 마시고 난 후에도 매우 산뜻하다. 장어 구이와 잘 어울린다.",고창선운산 복분자주 특1호
232,"향수 우리밀 막걸리, 750ml, 9% 100% 우리밀, 무감미료로 빚어진 만큼 잘 쪄진 식빵과 같은 향이 나는 막걸리. 알코올 도수 9%인 만큼 묵직한 뒷맛도 특징이다. 이원 막걸리가 나오는 옥천의 금강 상류에서 잡히는 빙어 요리인 도리뱅뱅이를 추천하고 싶다. 묵직한 막걸리인 만큼 식감이 가벼운 도토리묵, 겉절이, 나물 등과 잘 어울린다.",향수 우리밀 막걸
233,"계룡산 산삼주 금수강산 21%, 740ml, 21% 증류주에 산양산삼이 침출되어 있어 보는 즐거움과 함께 마실 수 있는 것이 특징이다. 같은 술에 계룡산산양산삼주는 21%로 도수를 낮춰 대중적으로 만들었고, 금수강산은 알코올 도수 40%로 오래 두고 약으로 마실 수 있는 술이다. 향을 맡는 것 보다는 입 안에 술을 넣으면 삼의 향이 강하게 느껴지며 마시고 난 후에는 삼의 쓴 여운이 길게 남는다. 삼계탕과 잘 어울린다.",계룡산 산삼주 금수강산 21%
234,"김포약주 유리병, 750ml, 11% 맑고 투명한 황금빛의 색을 가지고 있으며, 단맛과 신맛 등의 조화가 잘 갖춰 있어 어느 맛 하나 튀지 않는다. 약주류 중에서는 알코올 도수가 낮아(11%) 입 안의 풍미와 목 넘김이 가볍게 느껴진다. 마시고 난 후에도 여운이 길지 않아 누구나 편하게 즐길 수 있는 술이다. 닭백숙 등 양념되지 않은 고기류와 잘 어울린다.",김포약주 유리병
235,"황칠주, 365ml, 16% 제주본초협동조합에서 황칠나무와 잎을 넣어서 빚은 술이 황칠주와 흑돈주이다. 황칠주는 30년산 황칠나무 잎을 넣은 술이고 흑돈주는 제주산 황칠나무를 활용해 약간의 차이를 주고 있다. 적절한 산미와 단맛을 가지고 있고 자극적이지 않아 누구가 편하게 마실 수 있는 술이다. 삼계탕이나 전골류와 잘 어울리는 술이다.",황칠주
236,"젤코바 캠벨와인, 750ml, 13.5% 캠벨얼리 특유의 맑은 붉은빛을 가진 레드와인이다. 일상에서 자주 접하는 포도향이 물씬 나는 와인이다. 그렇다고 해서 맛도 마냥 단맛으로 일괄되지는 않는다. 적절한 산미와 작게나마 타닌감이 느껴진다. 오히려 단맛은 적은 편으로 다양한 음식과 매칭이 가능하다. 와인 특유의 맛을 즐기고 싶다면 제철별로 나오는 산나물이 좋으며, 한식을 베이스로 한 육류요리와도 좋다. 흰 살 생선 및 붉은 살 생선에도 적절히 잘 어울린다.",젤코바 캠벨와인
237,"성포 생막걸리, 750ml, 6% 진한 아이보리색깔에 오일장 뻥튀기집에서 나오는 고소한 향이 매력적인 술이다. 막걸리는 기본적으로 식이섬유가 많은데 여기에 미나리추출액이 들어가 다이어트 막걸리로 손색이 없다. 전체적으로 단맛과 신맛의 조화가 잘 갖춰져 있으며 마시고 난 후에 술의 산미가 입 전체를 산뜻하게 만들어 준다. 미나리전이나 무침과도 잘 어울린다.",성포 생막걸
238,"오매백주, 500ml, 12% 진한 살색 빛깔을 가지고 있으며 푹 익은 술에서 느낄 수 있는 캐러멜 맛이 입 안을 꽉 채워준다. 일반 막걸리에 비해서 도수(12%)가 높지만 단맛이 강해 부드럽게 느껴지고 술을 마시고 난 후에 긴 여운이 매력적인 술이다. 같은 양조장에서 나오는 오산막걸리와는 완전히 다른 느낌이다. 견과류와 잘 어울린다.",오매백주
239,"지란지교 약주 375ml / 500ml, 17% 레몬빛의 연노란색을 띤다. 은은한 녹색빛이 옅게 묻어난다. 조청향과 곡물향, 식혜에서 느껴질 법한 엿기름향이 주를 이룬다. 농익은 단맛과 산미에서 감칠맛이 느껴진다. 조화가 좋다. 알코올 도수에 비해 목 넘김이 부드럽다. 함께 먹기에 어울리는 음식으로 오징어초무침, 고등어김치찜, 연어포케가 있다.",지란지교 약주
240,"G12 골디락스 500ml, 12% 진한 탁도를 가진 미색으로 저온 공법 특유의 바닐라향, 과실향이 주를 이룬다. 단맛이 적은 편이고, 알싸한 맛의 여운이 남는다. 높은 알코올 도수를 가진 막걸리로 단맛이 적고 묵직한 맛이 인상적이다. 닭백숙, 오리백숙, 편육, 새우젓, 겉절이와 함께 먹기에 좋다.",G12 골디락스
241,"이강주 2호 750ml, 25% 이강주 19%와 전체적으로 비슷하지만 19%에 비해 향이 맑고 알코올 향이 강하다. 돼지 보쌈과 잘 어울린다.",이강주 2호
242,"가평 잣 막걸리 750ml, 6% 단맛, 신맛, 바디감, 목넘김 등 맛이 튀지 않고 적당하다. 쌀 막걸리의 가벼운 바디감과 부드러운 목넘김이 좋은 막걸리다. 반찬으로 나오는 우리음식과 모두 잘 어울린다.",가평 잣 막걸
243,"이동 쌀 막걸리 1,200ml, 6% 맑은 크림을 먹는 듯 하고 단맛은 있으나 신맛의 거의 없다. 전체적으로 입안에 오래 남는 묵직함을 가지고 있는 술이다. 도토리 묵과 잘 어울린다.",이동 쌀 막걸
244,"복분자 아락, 500ml, 40% 맑고 투명하며 알코올향과 함께 복분자 향기와 달콤한 향기가 올라온다. 입 전체에 복분자 증류 특유의 맛이 퍼지는데 자극적이 않아 숙성이 잘 된 술 같다. 술을 마시고 난 후에 은은한 단맛이 혀에 남아 여운이 길게 느껴진다. 견과류와 잘 어울린다.",복분자 아락
245,"1932 새싹땅콩 햅쌀막걸리, 6% 술 빛이 매우 희고 곱다. 향이 강하지는 않지만 식물의 향이 올라오고 술을 입 안에 넣으면 단맛이 올라오고 그 다음에 천천히 올라오는 땅콩의 고소함이 입 전체에 스며든다. 목넘김은 매우 부드럽고 크리미하다. 여성들이 즐겨 먹을 수 있는 술이며 식후주로 적합하다. 케이크 등 디저트 음식과 잘 어울린다.",1932 새싹땅콩 햅쌀막걸
246,"1932 새싹땅콩 흑미막걸리, 6% 흑미로 술을 빚어 검붉은 색을 가지고 있으며, 곡물향보다는 상큼한 향이 좀 더 강하게 올라온다. 입에 넣으면 탄산에 의한 청량미가 도드라지고 그 뒤로 단맛이 쫒아오는 형국이다. 산미가 있어 전체적으로 가볍고 목넘김이 매우 깔끔하다. 돼지 갈비 등 구은 고기와 잘 어울린다.",1932 새싹땅콩 흑미막걸
247,"자희향 국화주 500ml, 15% 달콤한 향이 묵직하게 올라온다. 첫맛은 달게 느껴지지만 점차 오미를 모두 느낄 수 있는 것이 특징이다. 두부김치와 잘 어울린다.",자희향 국화주
248,"만월 750ml, 6% 고소한 곡물 볶는 향이 있고 단맛과 신맛의 균형이 잘 갖춰져 있으며, 술이 가볍지 않고 묵직한 목넘김이 특징이다. 약간의 떫은맛도 가지고 있다. 새우 간장 절임과 잘 어울린다. ",설성 만월 막걸
249,"유자 생 막걸리, 750ml, 5% 연한 노란빛이 돌고 유자향이 가득한 술이다. 단맛과 신맛의 조화가 잘 어울어져 있으며 술을 마시고 난 후에는 입 안에 유자맛이 가득 차 있다. 산미가 있어 목넘김이 매우 깔끔하고 가볍게 마실 수 있는 막걸리다. 식사와 함께 반주로 맛있게 즐길 수 있는 술이다.",유자 생 막걸
