,상품명,주종,도수,용량,가격,원재료,제조사,대표자명,주소,연락처,온라인스토어,홈페이지,우리술 품평회,가격수정
223,미르40,증류식소주,40%,375ml,"￦23,000 (가격은 판매처 별로 상이할 수 있습니다.)","쌀(국내산 경기미 100%), 누룩, 정제수",술샘,신인건,경기도 용인시 처인구 양지면 죽양대로 2298-1,070) 4218-5225,https://shopping.naver.com/fresh/traditionalalcohol/stores/100076876,,,23000
224,부안 참뽕 와인_750ml,과실주,13%,750ml,"￦18,000(가격은 판매처 별로 상이할 수 있습니다.)","오디(국내산), 
                                        정제수, 
                                        주정",내변산(동진주조),정태식,전북 부안군 행안면 부안농공단지길 14-11,063-582-0027,https://shopping.naver.com/fresh/traditionalalcohol/stores/100068999,,,18000
225,천안 연미주_360ml,살균약주,13%,360ml,"￦5,000(가격은 판매처 별로 상이할 수 있습니다.)","백미 100%(국내산), 
                                        한약재 홍삼외 6가지",농업회사법인 입장주조㈜,김용희,충남 천안시 서북구 입장면 성진로 808,010-5430-8741,,https://yeonmiju.modoo.at/,,5000
226,그랑티 그르 S1974_375ml,과실주,12%,750ml,"￦40,000(가격은 판매처 별로 상이할 수 있습니다.)",포도(캠벨얼리 100%),월류원,박천명,충북 영동군 황간면 남성동3길 4-14,010-2466-7789,,https://bebemaru.modoo.at/,,40000
227,감아락 25도_500ml,일반증류주,25%,500ml,"￦26,000(가격은 판매처 별로 상이할 수 있습니다.)","감증류원액, 
                                        쌀(국내산)",(주)배상면주가,배영호,경기도 포천시 화현면 화동로 432번길 25,02-6917-8888,https://shopping.naver.com/fresh/traditionalalcohol/stores/100074175,,,26000
228,컨츄리캠벨 (스위트),과실주,12%,750ml,"￦15,000 (가격은 판매처 별로 상이할 수 있습니다.)",국산 포도원액 100% (캠벨얼리 100%),컨츄리 농원,김덕현,충북 영동군 영동읍 주곡리 590-14,043) 742-2095,https://shopping.naver.com/fresh/traditionalalcohol/stores/100066778,,,15000
229,소백산 청 동동주,약주,10%,"1,700ml","￦3,000 (가격은 판매처 별로 상이할 수 있습니다.)","쌀, 소맥분, 누룩, 주정, 고과당, 대추 등",대강양조장,조국환,충북 단양군 대강면 장림리 113-7,043) 422-0900,,http://krwine.modoo.at/,,3000
230,수삼단본 43도_720ml,일반증류주,43%,720ml,"￦42,000(가격은 판매처 별로 상이할 수 있습니다.)","쌀, 
                                        인삼, 
                                        누룩, 
                                        정제수 등",농업회사법인(주)금산인삼주,최언년,충남 금산군 금성면 파초길 23,041-754-3313,https://shopping.naver.com/fresh/traditionalalcohol/stores/100075518,,,42000
231,고창복분자주1800,과실주,15%,"1,800ml","￦27,000(가격은 판매처 별로 상이할 수 있습니다.)","복분자과실, 
                                        주정, 
                                        효모, 
                                        구연산, 
                                        정제수",농업회사법인 고창선운산(유),주순덕,전북 고창군 심원면 심원로 270-73,061-561-6855,https://shopping.naver.com/fresh/traditionalalcohol/stores/100168768,,,27000
232,향수 우리밀 막걸리,탁주,9%,700ml,"￦7,900(가격은 판매처 별로 상이할 수 있습니다.)","우리밀, 
                                        누룩, 
                                        정제수, 
                                        무감미료",이원양조장,강현준,충북 옥천군 이원면 묘목로 113,043-732-2177,,http://iwonwine.com,,7900
233,계룡산 산삼주 금수강산 21%,일반증류주,21%,740ml,"￦110,000(가격은 판매처 별로 상이할 수 있습니다.)","산양산삼, 
                                        정제주, 
                                        주정",농업회사법인 한국산삼(주),전병무,충남 공주시 계룡면 여서울2길9,041-854-5533,,http://iksiks.co.kr/,,110000
234,김포약주 유리병,살균약주,11%,750ml,"￦10,000(가격은 판매처 별로 상이할 수 있습니다.)","옥수수 전분, 
                                        밀, 
                                        국, 
                                        효모, 
                                        젖산, 
                                        효소제, 
                                        정제수",김포양조,최형만,경기도 김포시 월곶면 김포대로 2763,031-989-5568,,http://www.kimpo.co.kr,,10000
235,황칠주,기타주류,16%,365ml,"￦9,900 (가격은 판매처 별로 상이할 수 있습니다)","황칠나무잎(제주산), 
                                        정제수, 
                                        포도당, 
                                        효모",왕지케양조장 (제주본초협동조합),구자권,제주특별자치도 제주시 한경면 고산로 2길 22-13,070-4035-7071,https://shopping.naver.com/fresh/traditionalalcohol/stores/100076505,,,9900
236,젤코바 캠벨와인,과실주,13.5%,750ml,"￦62,500 (가격은 판매처 별로 상이할 수 있습니다)","유기농 캠벨포도, 
                                        유기농 설탕",농업회사법인 (주)젤코바와이너리,강창석,경북 상주시 청리면 남상주로 1108-3,054-534-7232,https://shopping.naver.com/fresh/traditionalalcohol/stores/100111080/products/3469266125,,,62500
237,성포 생막걸리,탁주,6%,750ml,"￦1,100 (가격은 판매처 별로 상이할 수 있습니다)","쌀(국내산), 
                                        소맥분(미국산), 
                                        전분당, 
                                        정제수, 
                                        무농약 미나리추출액, 
                                        정제효소, 
                                        종국, 
                                        효모, 
                                        아스파탐",성포양조장,원태연,경남 거제시 사등면 지석3길3,010-3589-5134,,http://성포양조장.kr/,,1100
238,오매백주,탁주,12%,500ml,"￦5,000 (가격은 판매처 별로 상이할 수 있습니다)","쌀(국내산), 
                                        국, 
                                        효모, 
                                        정제수",농업회사법인 오산양조(주),김유훈,경기도 오산시 시장길 63,031-374-2139,https://smartstore.naver.com/omaejangteoyorisool/products/4856083400,,,5000
239,지란지교 약주,약주,17%,375ml / 500ml,"￦20,000 / ￦25,000 (가격은 판매처 별로 상이할 수 있습니다)","찹쌀 · 멥쌀(국내산), 
                                        전통누룩(국내산 밀), 
                                        정제수, 
                                        밀함유",(유)친구들의술지란지교,임숙주,전라북도 순창군 순창읍 순창7길 5-1,010-9533-1478,https://smartstore.naver.com/limsugzu,,,20000
240,G12 골디락스,탁주,12%,500ml,"￦12,000 (가격은 판매처 별로 상이할 수 있습니다)","정제수, 
                                        멥쌀(국내산), 
                                        찹쌀(국내산), 
                                        누룩, 
                                        종국, 
                                        효모, 
                                        밀함유",농업회사법인(주)청산녹수,김진만,전라남도 장성군 장성읍 남양촌길 (백계리) 19,061-393-4141,https://smartstore.naver.com/bluegreenk,,,12000
241,이강주 2호,리큐르,25%,750ml,"￦28,000 (가격은 판매처 별로 상이할 수 있습니다.)","쌀, 소맥분, 정맥, 배, 생강, 계피, 울금, 꿀",전주 이강주,조정형,전주시 덕진구 매암길 28,063) 212-5765,https://shopping.naver.com/fresh/traditionalalcohol/stores/100114116,,,28000
242,가평 잣 막걸리,탁주,6%,750ml,"￦1,450 (가격은 판매처 별로 상이할 수 있습니다.)","쌀, 정제수, 쌀입국, 잣, 효모, 정제효소 등",가평 우리술,박성기,"경기도 가평군 조종면 대보간선로 26, 29",070) 4115-8525,,http://www.woorisool.kr,,1450
243,이동 쌀 막걸리,살균탁주,6%,"1,200ml","￦1,600 (가격은 판매처 별로 상이할 수 있습니다.)","정제수, 백미, 팽화미, 입국, 아스파탐 등",이동주조,"이규범, 이석범",경기도 포천시 이동면 화동로 2466,031) 535-2800,,http://edongricewine.modoo.at/,,1600
244,복분자 아락_500ml,일반증류주,40%,500ml,"￦40,000(가격은 판매처 별로 상이할 수 있습니다.)","복분자증류원액(국내산), 
                                        정제수",농업회사법인 배상면주가 고창LB,안재식,전북 고창군 아산면 병암길 48,063-563-7756,https://shopping.naver.com/fresh/traditionalalcohol/stores/100074175,,,40000
245,1932 새싹땅콩 햅쌀막걸리,살균탁주,6%,900ml,"500ml-￦15,000(병제품), 
                                        900ml-￦20,000(PET제품)(가격은 판매처 별로 상이할 수 있습니다.)","쌀(국내산), 
                                        땅콩농축액, 
                                        입국, 
                                        효모, 
                                        고과당, 
                                        정제효소제, 
                                        정제수",(주)1932 포천일동막걸리,김응탁,경기도 포천시 일동면 운악청계로 1597,031-532-3007,https://shopping.naver.com/fresh/traditionalalcohol/stores/100159599,,,15000
246,1932 새싹땅콩 흑미막걸리,살균탁주,6%,900ml,"500ml-￦15,000(병제품), 
                                        900ml-￦20,000(PET제품)(가격은 판매처 별로 상이할 수 있습니다.)","쌀(국내산), 
                                        흑미(15%), 
                                        땅콩농축액, 
                                        입국, 
                                        효모, 
                                        고과당, 
                                        정제효소제, 
                                        정제수",(주)1932 포천일동막걸리,김응탁,경기도 포천시 일동면 운악청계로 1597,031-532-3007,https://shopping.naver.com/fresh/traditionalalcohol/stores/100159599,,,15000
