,정보,상품명
192,정고집 나주쌀 생막걸리는 옛날 방식 그대로 국내산 쌀을 저온 발효 숙성해 빚은 막걸리다. 백설기와 찐쌀을 함께 빚어 특유의 깊은 맛과 정성이 살아 이는 남도 대표 막걸리이다. 720시간 낮은 온도에서 천천히 발효하여 만들어져 부드러운 목 넘김과 깔끔한 뒷맛이 안정적이다. 정고집 나주쌀 생막걸리를 빚은 남도탁주는 2대 60여 년 동안 막걸리 제조 비법을 이어오고 있으며 전통방식을 지키면서도 현대적 위생시설을 갖춰 정부로부터 지난 2011년 술 품질인증을 받은 전남지역 대표 양조장 가운데 하나다.,정고집 나주쌀 생막걸리 
193,석탄주는 애석할 석(惜)자 삼킬 탄(呑)으로서 옛 고서에서 술의 맛과 향이 우수하여 감히 삼키기가 아깝다라고 전해오고 있다. 임원십육지를 비롯해서 양주방 음식방문 조선무쌍신식요리제법 등 여러 고문에서 석탄향에 대한 기록을 찾을 수 있는 것으로 보아 당시에는 상당히 대중적인 술이었음을 알 수 있다. 석탄주 약주 는 기록으로만 전해오던 가양주를 복원한 값진 술이다.,석탄주 약주 
194,그랑꼬또 레드와인은 스테인리스 탱크에서 발효 숙성하여 단맛은 적지만 과일향이 풍부하고 타닌감이 적어 가볍게 마실 수 있는 와인이다. 포도의 껍질과 씨 과육을 함께 넣어 발효한 와인으로 밝고 경쾌한 장밋빛과 부드럽고 달콤한 향을 지녔다. 신맛과 단맛의 균형이 조화를 이루고 있다. 경기도 안산에 위치한 한국와인의 명가 그린영농조합에서 생산한 와인으로 안정된 맛과 믿을 수 있는 품질의 와인이다.,그랑꼬또 레드와인 
195,행운막걸리는 성포양조장의 대표 제품이다. 무엇보다도 깔끔한 맛을 자랑하는데 인위적으로 탄산을 주입하지 않았지만 발효과정에서 자연스럽게 청량감을 느낄 수 있다. 고소하고 진한 감칠맛을 느껴지는 술이다. 논두렁에 앉아 이마의 땀을 훑어 내고 손가락으로 잔을 휘휘 저어 마시는 술 오래된 친구와 회포를 풀 때 어울릴듯한 깊지만 가식 없는 편안한 맛을 자아내는 막걸리다.,행운 막걸리 
196,볼빨간 막걸리는 부산에서 재배한 찹쌀로 만든 수제 막걸리다. 볼빨간 막걸리를 빚고 있는 벗드림의 김성욱 대표가 술을 마시면 볼이 빨개져서 볼빨간 막걸리라 이름 지었단다. 쌀과 누룩 그리고 물만으로 빚은 술로 찹쌀의 깊은 풍미와 단맛 그리고 산미가 잘 조화 되었다. 전통누룩을 사용하는데 발효과정에서 만들어지는 시트러스향 플로랄향이 싱그러운 술이다.,볼빨간막걸리 10 
197,시나브로 화이트와인은 농촌진흥청에서 한국와인을 위해 육종한 청수 품종으로 만든 와인이다. 은은한 레몬색을 띠며 청포도향이 풍부하고 망고 라임 레몬 등 과실향의 여운이 길게 남는 와인이다. 2019년 주류품평회에서 수상하며 맛과 품질을 인정받았다. 브랜드명 시나브로는 나도 모르는 사이 조금씩이라는 순우리말로 소비자가 시나브로 반하게 되는 매력적인 와인을 만들자는 와이너리의 소망을 담고 있다.,시나브로 화이트와인 
198,진맥소주는 안동 명개마을에서 직접 재배한 유기농 통밀로 상압 증류한 전통 수제 방식의 국내 유일의 밀로 만든 소주다. 밀 씨앗을 뿌리는 것부터 술을 병에 담기까지는 한결같은 정성이 깃든다. 진맥소주 한 병에는 2년의 가다림 5평방미터의 밀밭 그리고 농부의 한 말 땀방울이 담겨 있다. 건강한 밀은 고유의 꽃향기를 지닌 우아한 술이 된다. 향긋한 밀꽃과 참꽃 향기는 자연이 우리에게 선사하는 최고의 선물이다.,진맥소주 53% 
199,친환경 유기농 우리 쌀을 100% 사용하고 농촌진흥청에서 특허 출원한 순수 토종 효모(N9)를 이용해 오랜 기간 발효 숙성하여 감압 증류한 증류식 소주다.,이도 32 
200,여포 농장이 위치한 충북 영동 지역은 일교차가 크고 충분한 햇볕을 받아 과일의 향이 좋고 색이 아름답기로 유명하다. 무농약 무제초 무비료의 3대 원칙으로 자연이 주는 위대한 힘에 자라는 작물로 담그는 와인은 한국적인 맛을 그대로 담았다는 평가를 받고 있다. 여포의 꿈 화이트는 수확 후 24시간 맛세레이션(침용) 후 저온 발효시켜 만들며 연한 살구 빛이 매력적으로 감도는 와인이다. 달콤함과 부드러운 산도의 아로마틱한 맛은 한국 화이트와인의 매력을 그대로 느끼기에 충분하다.,여포의 꿈 화이트 
201,로얄 안동소주는 100% 국내산 쌀과 안동 고지대의 천연 암반수를 사용하여 감압증류와 냉동여과 등의 현대적인 공정을 거쳐 만들어진 45% 증류 원액만으로 제조한 제품이다. 특이한 점은 안동소주를 생산하는 타 브랜드와는 달리 프리미엄 제품에 한하여 해외 유명 위스키나 꼬냑처럼 장기숙성을 거친다는 점인데 2017년 들어서 로얄 안동소주는 18년째 장기숙성한 프리미엄 제품이다.,로얄 안동소주18년 
202,발효된 막걸리 원주를 장기간 숙성시킨뒤 맑은 부분을 여과하여 막걸리에 비해 더 깊어진 백련잎의 은은한 향이 매력적인 백련 맑은술은 전통약주 본연의 맛을 그대로 살리기 위해 살균처리하지 않고 빚으며 12%의 부담스럽지 않은 도수로 텁텁하지 않게 부드러운 목넘김이 매력적이다. 1933년 처음 술을 빚기 시작해 3대째 가업을 이어오고있는 전통의 신평양조장. 수년간의 연구 개발과 투자로 여러가지 술을 선보이고 있으며 당진 태생의 최상급 해나루 쌀과 백련잎을 주원료로 탄생한 술은 깊으면서도 깔끔한 뒷 맛이 특징. 2013년 찾아가는 양조장으로 선정되어 술의 전통과 역사에 대한 전시 전통주 문화 체험이 가능한 <백련양조문화원>을 운영하고 있다. 체험 프로그램 문의는 신평양조장 홈페이지나 전화로 예약이 가능하다.,백련 맑은술 
203,만강에 비친 달은 이름 그대로 만개의 강에 달이 비친다는 의미를 가지고 있다.  만강은 사랑과 자비가 온 누리의 모든 사람들에게 펼쳐진다는 개념을 형상화 한 것인데 우리의 전통주도 이렇게 많은 이들이 누릴 수 있기를 바라는 의미를 내포하고 있다. 100% 홍천 찹쌀과 미니 단호박 전통누룩을 원료로 하여 빚은 이양주(두번 빚은 술) 만강에 비친 달은 10도의 알맞은 도수로 술을 잘 못하는 사람도 감탄을 절로 놓게 되는 술이다.,만강에 비친 달 
204,과하주는 조선초기부터 만들어져 왔으며 옛날 궁중의 공물로 진상하였다. 또한 상류 사대부 집안의 귀빈접대용으로 즐겨 마시든 고급명주이다(금릉승람에 소개). 투명한 황갈색의 주도 16%(약주)와 23%(기타주)가 있으며 진기가 있고 독특한 향과 감미와 산미를 지닌 부드러운 전통민속명주이다. 과하주는 차게해서 마시면 특유의 청량감을 느낄 수 있어 여름을 지나는 술이라는 뜻에서 과하주(過夏酒)라 이름 붙었다.,김천 과하주 
205,용인의 술샘에서 선보이는 술 감사 인생에서 가장 값진 선물 중 하나가 바로 인연이라고 할 수 있는데 그 소중한 인연에 감사하고 사랑하고 존경하는 마음을 전하기 위한 술이다. 기술적으로 어려운 멥쌀로 빚은 술이며 깔끔한 맛이 일품이다. 쌀과 물 누룩 이외에 일체 첨가물 없이 14%로 만들어진 우리 술로 명절 차례상에도 올리기 좋은 술이다.,감사 
206,동강더덕주는 천혜의 지역 강원도에서 채취한 더덕을 원료로 사용하고 몸에 좋은 대추 오미자 감초 등 부재료를 넣어 100일간 빚은 강원도 영월 지역특산주이다. 더덕 한뿌리가 통째로 병에 담겨 있고 은은한 갈색빛을 띄고 있어 보기만해도 건강해질듯한 술이다.,동강더덕주 
207,강원도 홍천에 위치한 산수양조장에서 2015년에 출시한 호모루덴스는 유희의 인간을 뜻한다. 인간의 본질은 유희라는데 한마디로 호모루덴스 탁주는 다양한 인간의 창조활동에 기여하고자 빚은 술이라고 한다. 강원도 맑은 공기와 물로 생산된 햅쌀과 지하암반수를 원료로 빚은 드라이한 맛의 프리미엄 탁주이다.,호모루덴스 
208,천비향 오양주 탁주는 시중에 출시되어 있는 전통주와는 원료와 제조방법에서 완전히 차별화를 기하고 국내산 누룩과 1등급 평택 슈퍼오닝쌀만을 이용해 오양주로 빚고 100일간의 발효과정과 9개월간의 장기 저온숙성 과정을 거쳐 탄생한 프리미엄 막걸리이다. 인공감미료 및 방부제는 사용하지 않은 순수 쌀과 누룩만으로 빚은 건강한 술이다. 술의 숙성기간이 길어지면 술의 향과 맛이 깊어지는데 천비향 오향주는 오감을 자극하는 풍부한 풍미가 일품이다.,천비향 오양주 탁주 생탁주 
209,술예쁘다 생탁주는 시중에 출시되어 있는 전통주와는 원료와 제조방법에서 완전히 차별화를 기하고 국내산 누룩과 1등급 평택 슈퍼오닝쌀만을 이용해 삼양주로 빚고 100일간의 발효과정과 장기 저온숙성 과정을 거쳐 탄생한 프리미엄 막걸리이다. 붉은색을 띄고 있는 제품으로 인공감미료 및 방부제는 사용하지 않은 순수 쌀과 누룩만으로 빚은 건강한 술이다.,술예쁘다 생탁주 
210,해파랑은 대게의 고장으로 알려진 경북 영덕에 위치한 영덕주조에서 지역 특산물인 해방풍을 첨가하여 빚은 약주이다. 영덕 앞 바다에 떠오르는 태양빛을 닮은 색에 단맛과 신맛이 조화를 이루고 있다. 제조사 영덕주조는 대한민국 우리술 품평회에서 다양한 제품으로 우수한 성적을 거둔 곳으로 막걸리 약주 증류주 등 기능성재료를 활용하여 제품의 맛과 더불어 건강까지도 챙길 수 있는 술을 빚어내고 있다.,해파랑 
211,금이산농원에서 생산하는 사과와인은 발포성 와인은 아니지만 높은 완성도를 보이고 있다. 세종시 조치원에서 재배한 잘 익은 사과를 원료로 하여 저온에서 발효시켰다. 사과와인은 세종시를 대표하는 충남지역 특산물로 지역에서는 꽤 알려진 와인이다. 잘 익은 명품 사과를 수작업으로 선별하여 색과 맛을 그대로 드러낸다. 우아하고 탐스러운 사과 과일로 적당한 신맛과 단맛을 자아내는 와인이다.,사과와인 
212,예천주복 만월은 경북 예천의 친환경 복분자를 원료로 농업회사법인(주)착한농부에서 선보이는 복분자 증류주이다. 은은한 분홍빛의 띄고 있으며 알코올 도수가 높지만 자극적이지 않고 가벼운 목 넘김과 복분자의 향미가 가득한 술이다. 다수의 주류품평회에서 수상하며 맛과 품질을 인정 받은 제품으로 만월 달빛처럼 입안에 풍성한 즐거움을 준다.,예천주복 만월40 
213,순향주는 제조사 추연당에서 생산하는 순향주는 약주 특유의 고소함 속에 은은한 단맛이 매력적인 생약주이다. 40일 동안 발효하고 60일 동안 저온숙성한 정성이 듬뿍 담긴 약주이다. 또한 오양주 방식으로 술을 빚는데 오양주란 한 번에 빚는 밑술에 덧술을 네번 더해 다섯 번을 빚는 술을 뜻한다. 그 만큼 제조공정이 까다롭고 술 빚는 이의 정성이 필요하여 예로부터 오양주는 신분이 높은 양반가에서 즐겨 마시던 술이었다. 순향주는 한식과도 퓨전음식과도 잘 어울린다.,순향주 
214,애석은 쌀과 누룩만으로 빚어낸 석탄주이다. 석탄주는 애석할 석(惜)자 삼킬 탄(呑)으로서 옛 고서에서 술의 맛과 향이 우수하여 감히 삼키기가 아깝다라고 전해오고 있다. 임원십육지를 비롯해서 양주방 음식방문 조선무쌍신식요리제법 등 여러 고문에서 석탄향에 대한 기록을 찾을 수 있는 것으로 보아 당시에는 상당히 대중적인 술이었음을 알 수 있다. 애석은 기록으로만 전해오던 가양주를 복원한 값진 술이다.,애석 
215,진맥소주는 안동 명개마을에서 직접 재배한 유기농 통밀로 상압 증류한 전통 수제 방식의 국내 유일의 밀로 만든 소주다. 밀 씨앗을 뿌리는 것부터 술을 병에 담기까지는 한결같은 정성이 깃든다. 진맥소주 한 병에는 2년의 가다림 5평방미터의 밀밭 그리고 농부의 한 말 땀방울이 담겨 있다. 건강한 밀은 고유의 꽃향기를 지닌 우아한 술이 된다. 향긋한 밀꽃과 참꽃 향기는 자연이 우리에게 선사하는 최고의 선물이다.,진맥소주 22% 
216,도깨비술 9%는 적당한 단맛과 부드러운 느낌 그리고 혀 끝에 맴도는 배향이 이채로운 술이다. 도깨비양조장에서 만든 도깨비술은 7% 9% 11% 세 종류가 있다. 도수에 관계없이 도깨비술이 보여주는 분명한 특징이 있는데 바로 깔끔함이다. 마시고 나서 입안에 텁텁하게 남는 느낌이 전혀 없다.도깨비술은 우리밀로 만든 누룩을 넣고 100% 멥쌀로만 만든다. 찹쌀을 섞으면 단맛을 내기 쉽지만 술이 끈적해지기 때문에 쓰지 않는다. 대신 쌀 투입량을 늘려 단맛을 낸다. 단양은 산지라 논농사가 드물어 쌀은 인접한 제천 의림지 쌀을 가져다 쓴다. 먼저 밑술을 만들고 이틀 후 덧술을 하는 이양주 방식이다. 발효에 보름 숙성에 사나흘이 걸린다.,도깨비술 9% 
